iter	Passed	Remaining
531	340	299
532	341	299
533	342	298
534	342	297
535	343	297
536	344	296
537	344	296
538	345	295
539	346	294
540	346	294
541	347	293
542	348	292
543	348	292
544	349	291
545	350	291
546	350	290
547	351	289
548	352	289
549	352	288
550	353	287
551	353	287
552	354	286
553	355	285
554	355	285
555	356	284
556	357	284
557	357	283
558	358	282
559	359	282
560	359	281
561	360	280
562	361	280
563	361	279
564	362	278
565	363	278
566	363	277
567	364	277
568	364	276
569	365	275
570	366	275
571	366	274
572	367	273
573	368	273
574	368	272
575	369	271
576	370	271
577	370	270
578	371	269
579	371	269
580	372	268
581	373	267
582	373	267
583	374	266
584	374	266
585	375	265
586	376	264
587	376	264
588	377	263
589	378	262
590	378	262
591	379	261
592	380	260
593	380	260
594	381	259
595	381	258
596	382	258
597	383	257
598	383	256
599	384	256
600	385	255
601	385	255
602	386	254
603	386	253
604	387	253
605	388	252
606	389	251
607	389	251
608	390	250
609	391	250
610	391	249
611	392	248
612	393	248
613	393	247
614	394	246
615	394	246
616	395	245
617	396	244
618	397	244
619	397	243
620	398	243
621	398	242
622	399	241
623	400	241
624	401	240
625	401	240
626	402	239
627	403	238
628	404	238
629	404	237
630	405	237
631	406	236
632	406	235
633	407	235
634	408	234
635	408	233
636	409	233
637	410	232
638	410	232
639	411	231
640	412	230
641	412	230
642	413	229
643	413	228
644	414	228
645	415	227
646	415	226
647	416	226
648	417	225
649	417	224
650	418	224
651	419	223
652	419	223
653	420	222
654	421	221
655	421	221
656	422	220
657	422	219
658	423	218
659	423	218
660	424	217
661	425	217
662	426	216
663	426	215
664	427	215
665	427	214
666	428	213
667	429	213
668	429	212
669	430	211
670	430	211
671	431	210
672	431	209
673	432	208
674	432	208
675	433	207
676	433	206
677	434	206
678	434	205
679	435	204
680	435	204
681	436	203
682	436	202
683	437	202
684	437	201
685	438	200
686	438	199
687	439	199
688	440	198
689	440	197
690	441	197
691	441	196
692	442	195
693	442	195
694	443	194
695	443	193
696	444	193
697	444	192
698	445	191
699	445	191
700	446	190
701	446	189
702	447	188
703	447	188
704	448	187
705	448	186
706	449	186
707	449	185
708	450	184
709	450	184
710	451	183
711	451	182
712	452	182
713	452	181
714	452	180
715	453	179
716	453	179
717	454	178
718	455	177
719	455	177
720	4721	451721	4722	453	173
723	453	172
724	454	172
725	454	171
726	455	171
727	455	170
728	457	169
729	457	169
730	458	168
731	459	168
732	460	167
733	460	167
734	461	166
735	462	165
736	463	165
737	463	164
738	464	163
739	464	163
740	465	162
741	466	162
742	466	161
743	467	160
744	467	160
745	468	159
746	468	158
747	469	158
748	470	157
749	470	156
750	471	156
751	471	155
752	472	155
753	473	154
754	473	153
755	474	153
756	474	152
757	475	151
758	475	151
759	476	150
760	476	149
761	477	149
762	477	148
763	478	147
764	479	147
765	479	146
766	480	145
767	480	145
768	481	144
769	481	143
770	482	143
771	482	142
772	483	141
773	483	141
774	484	140
775	485	140
776	485	139
777	486	138
778	487	138
779	487	137
780	488	136
781	488	136
782	489	135
783	489	134
784	490	134
785	490	133
786	491	133
787	492	132
788	492	131
789	493	131
790	493	130
791	494	129
792	495	129
793	495	128
794	496	127
795	496	127
796	497	126
797	498	126
798	498	125
799	499	124
800	500	124
801	501	123
802	501	123
803	502	122
804	503	121
805	503	121
806	504	120
807	504	119
808	505	119
809	505	118
810	506	118
811	507	117
812	507	116
813	508	116
814	508	115
815	509	114
816	510	114
817	510	113
818	511	112
819	511	112
820	512	111
821	513	111
822	513	110
823	514	109
824	515	109
825	515	108
826	516	107
827	516	107
828	517	106
829	517	106
830	518	105
831	519	104
832	519	104
833	520	103
834	520	102
835	521	102
836	521	101
837	522	101
838	523	100
839	524	99
840	524	99
841	525	98
842	525	97
843	526	97
844	527	96
845	527	96
846	528	95
847	529	94
848	529	94
849	530	93
850	531	92
851	531	92
852	532	91
853	532	91
854	533	90
855	534	89
856	534	89
857	535	88
858	536	87
859	536	87
860	537	86
861	537	86
862	538	85
863	538	84
864	539	84
865	540	83
866	541	82
867	541	82
868	542	81
869	542	81
870	543	80
871	543	79
872	544	79
873	544	78
874	545	77
875	546	77
876	546	76
877	547	76
878	547	75
879	548	74
880	548	74
881	549	73
882	550	72
883	550	72
884	551	71
885	551	71
886	552	70
887	553	69
888	553	69
889	554	68
890	554	67
891	555	67
892	556	66
893	556	66
894	557	65
895	558	64
896	558	64
897	559	63
898	559	62
899	560	62
900	561	61
901	561	61
902	562	60
903	562	59
904	563	59
905	564	58
906	564	57
907	565	57
908	565	56
909	566	56
910	567	55
911	567	54
912	568	54
913	568	53
914	569	52
915	569	52
916	570	51
917	571	51
918	571	50
919	572	49
920	573	49
921	573	48
922	574	47
923	575	47
924	575	46
925	576	46
926	576	45
927	577	44
928	578	44
929	578	43
930	579	42
931	580	42
932	580	41
933	581	41
934	581	40
935	582	39
936	583	39
937	583	38
938	584	37
939	584	37
940	585	36
941	586	36
942	586	35
943	587	34
944	587	34
945	588	33
946	588	32
947	589	32
948	589	31
949	590	31
950	591	30
951	592	29
952	592	29
953	593	28
954	594	27
955	594	27
956	595	26
957	595	26
958	596	25
959	597	24
960	598	24
961	599	23
962	599	23
963	600	22
964	601	21
965	602	21
966	602	20
967	603	19
968	604	19
969	605	18
970	605	18
971	606	17
972	607	16
973	607	16
974	608	15
975	608	14
976	609	14
977	609	13
978	610	13
979	611	12
980	611	11
981	612	11
982	612	10
983	613	9
984	614	9
985	614	8
986	615	8
987	616	7
988	616	6
989	617	6
990	618	5
991	618	4
992	619	4
993	619	3
994	620	3
995	621	2
996	621	1
997	622	1
998	623	0
999	624	0
2	0
