iter	Passed	Remaining
204	690	2678
205	698	2692
206	700	2684
207	703	2676
208	704	2667
209	708	2663
210	714	2671
211	716	2662
212	718	2653
213	720	2644
214	722	2638
215	727	2641
216	729	2632
217	731	2623
218	733	2615
219	735	2606
220	736	2597
221	742	2601
222	744	2595
223	748	2591
224	751	2588
225	757	2592
226	763	2600
227	765	2593
228	768	2587
229	777	2603
230	779	2596
231	781	2588
232	784	2581
233	791	2590
234	793	2584
235	796	2577
236	798	2569
237	800	2561
238	804	2560
239	807	2556
240	809	2548
241	810	2539
242	812	2531
243	814	2523
244	816	2515
245	822	2519
246	823	2511
247	825	2504
248	827	2496
249	829	2488
250	831	2481
251	834	2476
252	836	2470
253	838	2463
254	840	2455
255	842	2448
256	844	2442
257	847	2436
258	851	2434
259	853	2429
260	855	2422
261	857	2414
262	859	2409
263	861	2402
264	863	2395
265	869	2397
266	871	2392
267	873	2386
268	875	2379
269	877	2371
270	879	2365
271	882	2363
272	886	2359
273	888	2353
274	890	2346
275	891	2339
276	895	2337
277	898	2333
278	900	2326
279	902	2319
280	904	2313
281	905	2306
282	907	2300
283	912	2301
284	915	2296
285	917	2289
286	918	2282
287	920	2276
288	922	2270
289	925	2265
290	929	2264
291	931	2257
292	932	2251
293	935	2245
294	937	2239
295	939	2234
296	945	2238
297	947	2232
298	949	2225
299	951	2219
300	953	2213
301	955	2207
302	959	2206
303	961	2202
304	963	2196
305	965	2190
306	967	2185
307	969	2179
308	972	2173
309	976	2172
310	977	2166
311	979	2160
312	981	2154
313	983	2148
314	985	2143
315	988	2139
316	992	2138
317	995	2134
318	997	2128
319	999	2123
320	1001	2117
321	1003	2112
322	1008	2112
323	1009	2107
324	1012	2103
325	1014	2097
326	1016	2092
327	1018	2086
328	1023	2086
329	1025	2081
330	1027	2076
331	1029	2070
332	1031	2065
333	1033	2060
334	1035	2055
335	1038	2052
336	1040	2047
337	1042	2041
338	1044	2036
339	1046	2031
340	1048	2026
341	1051	2022
342	1054	2019
343	1056	2014
344	1058	2009
345	1060	2004
346	1062	1998
347	1064	1993
348	1067	1990
349	1069	1986
350	1072	1982
351	1074	1978
352	1076	1973
353	1078	1968
354	1080	1963
355	1085	1963
356	1087	1959
357	1090	1954
358	1092	1950
359	1093	1944
360	1095	1939
361	1099	1937
362	1102	1935
363	1104	1930
364	1106	1925
365	1108	1920
366	1110	1915
367	1112	1910
368	1116	1909
369	1118	1904
370	1120	1899
371	1122	1894
372	1124	1890
373	1126	1885
374	1128	1881
375	1133	1880
376	1135	1875
377	1137	1871
378	1139	1866
379	1140	1861
380	1143	1857
381	1147	1855
382	1149	1851
383	1151	1846
384	1153	1842
385	1155	1837
386	1157	1832
387	1159	1828
388	1163	1827
389	1165	1823
390	1167	1818
391	1169	1813
392	1171	1809
393	1173	1804
394	1175	1799
395	1179	1799
396	1181	1795
397	1183	1790
398	1185	1786
399	1187	1781
400	1190	1777
401	1193	1774
402	1197	1773
403	1199	1770
404	1202	1765
405	1203	1761
406	1205	1756
407	1208	1754
408	1211	1751
409	1213	1746
410	1215	1742
411	1217	1737
412	1219	1733
413	1221	1728
414	1226	1728
415	1228	1724
416	1230	1720
417	1232	1715
418	1234	1711
419	1236	1707
420	1238	1703
421	1242	1702
422	1244	1697
423	1246	1693
424	1248	1688
425	1250	1684
426	1252	1680
427	1254	1677
428	1258	1674
429	1260	1670
430	1262	1666
431	1263	1661
432	1265	1657
433	1267	1653
434	1270	1649
435	1274	1648
436	1275	1643
437	1277	1639
438	1279	1635
439	1281	1631
440	1283	1627
441	1287	1625
442	1290	1622
443	1293	1619
444	1295	1615
445	1296	1611
446	1299	1607
447	1301	1603
448	1305	1602
449	1307	1598
450	1309	1593
451	1311	1589
452	1312	1585
453	1314	1580
454	1316	1577
455	1321	1576
456	1323	1572
457	1325	1568
458	1327	1564
459	1329	1560
460	1331	1556
461	1336	1555
462	1337	1551
463	1339	1547
464	1341	1543
465	1343	1539
466	1345	1535
467	1348	1532
468	1351	1530
469	1353	1526
470	1355	1522
471	1357	1518
472	1359	1514
473	1361	1510
474	1363	1506
475	1368	1506
476	1370	1502
477	1372	1498
478	1374	1494
479	1375	1490
480	1378	1486
481	1382	1486
482	1385	1482
483	1386	1478
484	1388	1474
485	1390	1470
486	1392	1466
487	1394	1463
488	1399	1462
489	1401	1458
490	1404	1455
491	1405	1451
492	1407	1447
493	1409	1443
494	1412	1441
495	1416	1438
496	1417	1435
497	1419	1431
498	1421	1427
499	1423	1423
500	1425	1420
501	1430	1419
502	1432	1415
503	1434	1411
504	1436	1407
505	1438	1404
506	1440	1400
507	1442	1396
508	1446	1395
509	1448	1391
510	1450	1387
511	1452	1383
512	1453	1380
513	1456	1376
514	1458	1373
515	1462	1372
516	1464	1368
517	1466	1364
518	1468	1360
519	1470	1357
520	1472	1353
521	1478	1353
522	1480	1349
523	1482	1346
524	1484	1342
525	1485	1338
526	1487	1335
527	1491	1333
528	1494	1330
529	1496	1327
530	1498	1323
531	1500	1320
532	1502	1316
533	1504	1313
534	1509	1312
535	1511	1308
536	1513	1304
537	1515	1301
538	1517	1297
539	1519	1294
540	1522	1291
541	1525	1289
542	1527	1285
543	1529	1282
544	1531	1278
545	1533	1275
546	1535	1271
547	1539	1270
548	1541	1266
549	1543	1263
550	1545	1259
551	1547	1255
552	1549	1252
553	1551	1248
554	1556	1248
555	1558	1244
556	1560	1241
557	1562	1237
558	1564	1234
559	1566	1231
560	1570	1229
561	1573	1226
562	1575	1222
563	1577	1219
564	1579	1215
565	1581	1212
566	1583	1209
567	1587	1207
568	1590	1204
569	1593	1202
570	1596	1199
571	1600	1197
572	1604	1195
573	1606	1192
574	1608	1188
575	1610	1185
576	1613	1182
577	1616	1180
578	1620	1178
579	1622	1174
580	1623	1171
581	1625	1167
582	1627	1164
583	1629	1160
584	1634	1159
585	1636	1156
586	1638	1152
587	1640	1149
588	1642	1145
589	1644	1142
590	1646	1139
591	1651	1138
592	1654	1135
593	1656	1132
594	1659	1129
595	1666	1129
596	1672	1128
597	1674	1125
598	1677	1122
599	1685	1123
600	1688	1120
601	1691	1118
602	1695	1116
603	1704	1117
604	1707	1115
605	1717	1116
606	1721	1114
607	1724	1111
608	1732	1112
609	1736	1110
610	1738	1107
611	1741	1104
612	1747	1103
613	1749	1099
614	1758	1100
615	1766	1100
616	1769	1098
617	1781	1101
618	1789	1101
619	1795	1100
620	1797	1097
621	1808	1099
622	1811	1096
623	1818	1095
624	1824	1094
625	1827	1091
626	1829	1088
627	1836	1087
628	1842	1086
629	1844	1083
630	1847	1080
631	1856	1080
632	1859	1077
633	1861	1074
634	1909	1097
635	1920	1098
636	1935	1103
637	1942	1102
638	1957	1105
639	2000	1125
640	2004	1122
641	2014	1123
642	2021	1122
643	2032	1123
644	2038	1121
645	2053	1125
646	2069	1128
647	2084	1132
648	2088	1129
649	2099	1130
650	2105	1128
651	2135	1139
652	2145	1139
653	2150	1137
654	2153	1134
655	2156	1130
656	2163	1129
657	2167	1126
658	2169	1122
659	2179	1122
660	2183	1119
661	2185	1115
662	2195	1116
663	2198	1112
664	2201	1109
665	2210	1108
666	2213	1104
667	2215	1101
668	2218	1097
669	2224	1095
670	2226	1091
671	2249	1098
672	2258	1097
673	2262	1094
674	2268	1092
675	2276	1091
676	2278	1087
677	2281	1083
678	2284	1080
679	2290	1077
680	2293	1074
681	2295	1070
682	2297	1066
683	2305	1064
684	2307	1061
685	2310	1057
686	2311	1053
687	2314	1049
688	2317	1046
689	2319	1042
690	2321	1037
691	2322	1033
692	2324	1029
693	2327	1026
694	2330	1022
695	2334	1019
696	2337	1016
697	2339	1012
698	2341	1008
699	2344	1004
700	2348	1001
701	2350	997
702	2353	994
703	2355	990
704	2357	986
705	2358	982
706	2362	979
707	2364	975
708	2366	971
709	2368	967
710	2370	963
711	2372	959
712	2374	955
713	2379	953
714	2381	949
715	2383	945
716	2385	941
717	2387	937
718	2389	933
719	2391	929
720	2395	926
721	2397	923
722	2399	919
723	2402	915
724	2404	911
725	2405	908
726	2409	904
727	2412	901
728	2414	897
729	2416	893
730	2417	889
731	2419	885
732	2421	882
733	2426	879
734	2429	875
735	2431	872
736	2433	868
737	2435	864
738	2437	860
739	2443	858
740	2446	855
741	2450	852
742	2453	848
743	2457	845
744	2460	842
745	2462	838
746	2465	834
747	2467	831
748	2469	827
749	2475	825
750	2480	822
751	2482	818
752	2484	814
753	2488	811
754	2495	809
755	2497	806
756	2501	802
757	2511	801
758	2514	798
759	2516	794
760	2524	792
761	2531	790
762	2539	788
763	2547	786
764	2549	783
765	2557	781
766	2563	778
767	2579	779
768	2589	777
769	2595	775
770	2608	774
771	2620	774
772	2625	770
773	2627	767
774	2637	765
775	2640	762
776	2643	758
777	2653	757
778	2655	753
779	2658	749
780	2659	745
781	2667	743
782	2669	739
783	2671	735
784	2673	732
785	2674	728
786	2680	725
787	2684	722
788	2687	718
789	2690	715
790	2698	712
791	2702	709
792	2704	705
793	2706	702
794	2710	698
795	2714	695
796	2717	692
797	2719	688
798	2721	684
799	2723	680
800	2729	678
801	2732	674
802	2735	670
803	2737	667
804	2739	663
805	2744	660
806	2746	656
807	2748	653
808	2750	649
809	2753	645
810	2755	642
811	2760	639
812	2762	635
813	2765	631
814	2768	628
815	2774	625
816	2779	622
817	2782	619
818	2784	615
819	2786	611
820	2794	609
821	2796	605
822	2799	601
823	2801	598
824	2806	595
825	2809	591
826	2810	588
827	2812	584
828	2815	580
829	2817	577
830	2822	573
831	2823	570
832	2825	566
833	2827	562
834	2830	559
835	2832	555
836	2836	552
837	2838	548
838	2840	545
839	2842	541
840	2844	537
841	2846	534
842	2848	530
843	2853	527
844	2855	523
845	2857	520
846	2859	516
847	2861	512
848	2863	509
849	2866	505
850	2869	502
851	2871	498
852	2873	495
853	2874	491
854	2876	487
855	2878	484
856	2881	480
857	2884	477
858	2887	473
859	2888	470
860	2891	466
861	2893	463
862	2895	459
863	2899	456
864	2901	452
865	2903	449
866	2904	445
867	2906	442
868	2908	438
869	2910	434
870	2913	431
871	2916	428
872	2918	424
873	2920	421
874	2922	417
875	2924	413
876	2926	410
877	2929	407
878	2932	403
879	2934	400
880	2936	396
881	2937	393
882	2940	389
883	2941	386
884	2944	382
885	2947	379
886	2949	375
887	2951	372
888	2953	368
889	2955	365
890	2957	361
891	2960	358
892	2963	355
893	2965	351
894	2968	348
895	2971	344
896	2973	341
897	2975	338
898	2978	334
899	2980	331
900	2982	327
901	2985	324
902	2986	320
903	2988	317
904	2991	314
905	2994	310
906	2996	307
907	2998	303
908	3000	300
909	3002	296
910	3004	293
911	3007	290
912	3010	286
913	3012	283
914	3014	280
915	3015	276
916	3017	273
917	3019	269
918	3022	266
919	3026	263
920	3027	259
921	3029	256
922	3031	252
923	3033	249
924	3035	246
925	3038	242
926	3041	239
927	3043	236
928	3045	232
929	3047	229
930	3049	226
931	3051	222
932	3056	219
933	3058	216
934	3060	212
935	3062	209
936	3064	206
937	3066	202
938	3069	199
939	3072	196
940	3074	192
941	3076	189
942	3077	186
943	3079	182
944	3081	179
945	3084	176
946	3087	172
947	3089	169
948	3091	166
949	3093	162
950	3095	159
951	3097	156
952	3099	152
953	3103	149
954	3105	146
955	3107	143
956	3108	139
957	3110	136
958	3112	133
959	3115	129
960	3118	126
961	3120	123
962	3122	119
963	3124	116
964	3126	113
965	3128	110
966	3130	106
967	3134	103
968	3136	100
969	3138	97
970	3140	93
971	3143	90
972	3145	87
973	3151	84
974	3154	80
975	3156	77
976	3159	74
977	3161	71
978	3166	67
979	3169	64
980	3171	61
981	3174	58
982	3176	54
983	3182	51
984	3184	48
985	3186	45
986	3189	42
987	3191	38
988	3194	35
989	3197	32
990	3200	29
991	3202	25
992	3204	22
993	3206	19
994	3209	16
995	3213	12
996	3215	9
997	3216	6
998	3218	3
999	3220	0
